strategy_name,strategy_version,symbol,timeframe,model_type,model_version,feature_version,label_version,dataset_checksum,gate_version,config_hash,code_commit,status,total_oos_trades,mean_oos_sharpe,worst_fold_drawdown_pct,aggregate_net_profit,reasons,generated_at,expires_at
high_conviction_only,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,b4d49e8e6d21dfb4472f1c03dfdbc121f6e73874f4eb36f05c088a390ddc0d72,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,35,0.7584,2.062986416878662379352939160,3229.024686966090000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
high_conviction_only,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,b4d49e8e6d21dfb4472f1c03dfdbc121f6e73874f4eb36f05c088a390ddc0d72,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,38,-0.4055,2.16234300736584000,-1345.405955133985000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.4055<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1345.405955133985000000,2026-07-23T13:41:38.751852+00:00,
low_conviction_admitted,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,e8000e06d79922eef28a8aaa26407d5bf561d5f343a89387a19e159c01789cc7,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,35,0.7668,1.566318947844460498336159141,2491.752184012020000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
low_conviction_admitted,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,e8000e06d79922eef28a8aaa26407d5bf561d5f343a89387a19e159c01789cc7,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,38,-0.4063333333333333333333333333,1.65641318911938000,-1023.302884945805000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.4063333333333333333333333333<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1023.302884945805000000,2026-07-23T13:41:38.751852+00:00,
mean_reversion_focus,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,f0bc4bdbe5483758d0777bfc4f3bab31ddc036c6c318dcafea1ac7dfbf6b3645,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,35,0.5911666666666666666666666667,1.699587259371791464600425934,1948.135835049945000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
mean_reversion_focus,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,f0bc4bdbe5483758d0777bfc4f3bab31ddc036c6c318dcafea1ac7dfbf6b3645,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,38,-0.4255,1.58049947398452000,-1017.325525690800000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.4255<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1017.325525690800000000,2026-07-23T13:41:38.751852+00:00,
momentum_focus,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,fd99c5e143f5b51401f4288d0642d156787bfd972800d4f9d5cd7b2de05de14f,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,35,0.8519,1.853343793900156478948578546,3406.476544382670000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
momentum_focus,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,fd99c5e143f5b51401f4288d0642d156787bfd972800d4f9d5cd7b2de05de14f,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,38,-0.3920,2.08652131746324000,-1257.108407345615000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.3920<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1257.108407345615000000,2026-07-23T13:41:38.751852+00:00,
reversion_loose_bands,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,8ff4e821ac59b9a4abcc3318d43f8da3aa43a0714388b5d5cd111b713e763571,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,30,0.9994333333333333333333333333,1.252620685653641909281221391,3594.818190850620000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
reversion_loose_bands,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,8ff4e821ac59b9a4abcc3318d43f8da3aa43a0714388b5d5cd111b713e763571,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,37,-0.4116,1.90957109850186000,-1196.672777980655000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.4116<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1196.672777980655000000,2026-07-23T13:41:38.751852+00:00,
reversion_tight_bands,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,87b01b89f5e470bd166fc274ee69aef928dd05daa51a563d0cd74a274e961309,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,36,0.7815333333333333333333333333,1.781099714324905167100639389,2908.501723093830000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
reversion_tight_bands,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,87b01b89f5e470bd166fc274ee69aef928dd05daa51a563d0cd74a274e961309,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,40,-0.5464333333333333333333333333,1.90957109850186000,-1552.488457137250000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.5464333333333333333333333333<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1552.488457137250000000,2026-07-23T13:41:38.751852+00:00,
tight_risk_structure,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,6414070e29641f26081343ef281be29273173f2ffcd49abcbb661600e0060f69,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,35,0.7613,2.557437364949641122653512579,4010.608026145260000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
tight_risk_structure,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,6414070e29641f26081343ef281be29273173f2ffcd49abcbb661600e0060f69,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,38,-0.4053666666666666666666666667,2.68322181295698000,-1685.493970019305000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.4053666666666666666666666667<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1685.493970019305000000,2026-07-23T13:41:38.751852+00:00,
trend_confidence_high,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,32b16dfb0d099c271e996c9fe48ab9a43f0ad0bfe75f2084868bc22a88d8a50c,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,35,0.8114666666666666666666666667,1.981734020109928922384351428,3401.071063848000000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
trend_confidence_high,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,32b16dfb0d099c271e996c9fe48ab9a43f0ad0bfe75f2084868bc22a88d8a50c,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,38,-0.3892,2.16234300736584000,-1293.008714459010000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.3892<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1293.008714459010000000,2026-07-23T13:41:38.751852+00:00,
trend_confidence_low,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,173b4bcef2c8d64ccb50d19780df2307cfa0073985a173662e5e89455967175b,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,35,0.6965666666666666666666666667,1.648264823763139394584601194,2315.036232884565000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
trend_confidence_low,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,173b4bcef2c8d64ccb50d19780df2307cfa0073985a173662e5e89455967175b,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,38,-0.4272333333333333333333333333,1.65641318911938000,-1075.808060840655000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.4272333333333333333333333333<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-1075.808060840655000000,2026-07-23T13:41:38.751852+00:00,
wide_risk_structure,1.0.0,BTC/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,1ae98d22e7469f0ffee99f04991979832a0c8d11d55ef5280742626369edae1b,gate_v1,baf4f650b36c781ffa23e4ce7fd964ed540ac966b611195b09df0017f40f2433,e223ac4563e55cbda15b26ea5023a3c6c0f47728,ASSET_SPECIFIC_APPROVED,35,0.7646,1.307374265280137253121526810,2064.110782233990000000,,2026-07-23T13:41:38.751852+00:00,2026-08-22T13:41:38.751852+00:00
wide_risk_structure,1.0.0,ETH/USDT,1d,RULE_BASED_MULTI_AGENT,n/a,standard_v1,meta_label_v1,89204a8e564e26781b5a9546f20d209174838a3bbf8a65f7b5f363a580a2d7e3,gate_v1,baf4f650b36c781ffa23e4ce7fd964ed540ac966b611195b09df0017f40f2433,e223ac4563e55cbda15b26ea5023a3c6c0f47728,REJECTED,38,-0.4064,1.37946181208373000,-847.702232953455000000,PROFITABLE_FOLD_RATIO_BELOW_MIN:0/3;MEAN_OOS_SHARPE_BELOW_MIN:-0.4064<0.5;AGGREGATE_NET_PNL_NOT_POSITIVE:-847.702232953455000000,2026-07-23T13:41:38.751852+00:00,
